0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.017	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.017	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.016	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.016	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.017	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.021	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.023	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.02	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.017	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.018	0.0;0.8333333;0.083333336;0.8333333;0.8333333
0.019	0.0;0.8333333;0.083333336;0.8333333;0.8333333
